country,region,month,political_stability_index,gdp_growth_pct,inflation_rate,unemployment_rate,food_price_index,energy_dependency_pct,military_expenditure_pct_gdp,arms_imports_index,border_disputes_count,refugee_outflow_thousands,sanctions_active,media_freedom_score,protest_events_last_3m,cyber_attack_incidents,last_conflict_year,trade_dependency_rival_pct,foreign_troops_present,election_cycle,regime_type,social_media_sentiment,rolling_protest_avg_6m,instability_score,conflict_escalation_6m
USA,North America,2020-01,0.4967141530112327,6.737638446522174,5.308678494144077,9.069738916611636,108.26314035162619,60.85120087171929,2.5365823071875377,28.35675616074358,3,52.66661919343796,0,45.99096316149161,3,7,2018,22.210789607022324,1,0,Democracy,-0.9070991745600046,2.1444141727933093,52.43613113274824,0
USA,North America,2020-02,-1.1509935774223028,4.4676347363095665,7.878490091728359,1.116625400115911,125.22158987511888,10.806597522404488,1.6718139511015695,44.921530896728086,1,76.2365979264635,0,79.9218252765026,8,5,0,48.25274109572071,0,0,Democracy,-0.4573019364522082,9.763522077897221,98.47405965852008,1
USA,North America,2020-03,-0.4606387709597875,-0.03076600091787629,11.285611131094578,8.446705155363471,145.77498806239876,68.62560238232398,2.1607824767773613,32.26969060371964,0,130.97839474569793,0,24.131292768591535,4,8,2018,31.60840044684772,1,0,Hybrid,0.1224868516954023,6.199293951569641,80.75550877650925,1
USA,North America,2020-04,0.32684522397001387,0.15537272174806804,5.594405229206563,7.331569761955718,85.4820743931937,44.38387416946494,2.940182736338331,64.02934416045888,4,158.4238988751011,0,36.20399489467687,4,9,2021,47.42841067510915,0,0,Hybrid,0.38956986607940913,4.0380006621243,58.1763817956476,0
USA,North America,2020-05,0.2930592456455724,0.7557060967836007,10.48315191855473,0.405036473576569,111.39798646721704,65.01571771178843,2.672374816721997,18.460048643791776,5,19.204378076893473,0,47.762006260706656,2,9,2018,17.123555020933466,1,0,Hybrid,-0.6634179156541389,1.2643485517344775,60.71859738935423,0
USA,North America,2020-06,0.3013228009496343,4.453620536649694,1.2925846049337881,1.78158212213265,101.04182198704395,59.148312974382854,2.935621949199033,48.622558376118214,4,198.44192875237536,0,64.24585435105985,2,10,2021,8.638399684972185,1,0,Hybrid,-0.5156801234451482,-0.852957769451105,49.524645506927854,0
USA,North America,2020-07,-0.13729100367927022,4.662534843248808,13.006607823468123,8.4219325233907,101.99255017852967,44.60132461848619,2.856537770369311,55.42509439287825,1,107.83749668034733,0,67.78904775065018,8,7,2014,16.607373247182004,1,0,Authoritarian,0.9643366866588712,9.852912717240644,84.35374946174714,1
USA,North America,2020-08,-1.710529578525031,2.3261353988821565,6.594892459479927,6.423054588111042,143.01666789282677,45.46555088901276,3.6530483110497607,67.5671866365678,5,70.97996143897656,0,64.97318785002506,7,11,0,5.8133913626984395,1,0,Democracy,-0.6423545815573424,4.566290215281522,106.12446252187652,1
USA,North America,2020-09,1.343168212296779,3.9027208887928695,2.327261750262368,18.24438085751304,87.03574598104719,64.40774484076394,3.315890907152316,41.4820321013299,2,83.20289591960228,0,71.66273473020715,1,10,0,13.785934450912002,0,0,Hybrid,0.1440083984183662,2.6543664980720476,27.929349854379264,0
USA,North America,2020-10,-0.011583319781993704,-0.8485571355365749,6.952993525572614,3.6124106737489896,117.21990000474327,15.018611316567728,1.6585965020538356,0.5423655235870797,5,125.60899263212092,0,26.316472095099954,8,6,2014,19.514784390737024,1,0,Democracy,-0.7267573371159424,11.525874944606457,74.57525862632701,0
USA,North America,2020-11,0.44977403848873365,-1.5497968643632571,14.894621719429805,7.97998261676678,115.86725963616094,36.25649649334979,3.068351251103829,29.76477923571106,5,59.60950447868983,0,83.81965774018451,3,7,2018,10.717723069334816,0,0,Democracy,-0.45691416836051624,2.0899336520248677,64.87806529354108,0
USA,North America,2020-12,-0.047643711157044355,1.6784165745166217,8.593472288588899,4.055130856987503,159.82454485648663,41.32116801979897,2.2673077986961556,25.543077150896565,5,110.59847347765486,0,46.58194138692754,5,6,2014,15.790431162083145,1,0,Democracy,0.32039475343546253,6.731510388340243,71.26504096944757,0
USA,North America,2021-01,0.3772962654604092,3.3314582844386855,14.256754932397449,9.098536213717347,96.82673821054793,48.809492878764,0.24126734006907258,14.390308966642753,0,303.5734588349843,0,23.12383007280719,4,7,2018,27.641131636103946,0,0,Democracy,0.36792753879628215,3.0031867545871087,67.56218060966876,0
USA,North America,2021-02,0.5677683677576247,3.443653185284381,6.740908656895746,7.8682286909155525,148.42543546583644,58.937802895481354,1.8550514799285984,54.78290292319954,4,8.371931926283267,0,40.73341596909448,6,14,2014,16.731253770615638,0,0,Authoritarian,0.3934743307283013,6.41519652257144,58.7337230331224,0
USA,North America,2021-03,0.8995998754332507,4.241880815369786,7.5364976043830465,8.44148106173386,119.47746015089629,52.34654766617564,4.2776648957884245,25.21071527910425,5,134.08781424387135,0,64.18991069351597,3,12,0,29.044736308875354,1,0,Democracy,-0.3599007979387765,3.7261392066746173,47.05179961659465,0
USA,North America,2021-04,-0.23922479786975515,2.9724990574653263,10.26987355533928,5.479427782529262,122.42489912481795,61.903140508738275,2.1817793167665274,92.3096818921365,2,184.82501380298197,0,33.82731317657488,2,10,2021,35.96135045787676,1,0,Democracy,-0.7977546477544195,6.286410376227774,71.10834422380225,0
USA,North America,2021-05,0.24496657110872277,-2.344253024491972,3.465284123144351,0.37014490249377907,102.03889446868911,45.73105696576305,3.3109075655980047,76.88390542373881,2,45.00639743866954,0,48.23936989173764,3,7,2014,38.34382374098007,1,0,Democracy,0.6455807037533863,0.6560462910991096,55.25900952559876,0
USA,North America,2021-06,0.8401711592784255,2.1722388432691124,11.666710125345368,2.623569070365013,153.9704158333182,44.27306967668161,3.0456078399255953,49.729489403613485,4,29.831505295336385,0,65.2017230019321,2,4,0,36.308691004307775,0,0,Democracy,0.2551161601681269,2.570350649299307,51.196628964845935,0
USA,North America,2021-07,0.8723206367206782,1.6672041931114694,6.916710028691758,9.90523650592441,83.67876352319098,65.68012821828337,2.8422760417458965,6.123551112051693,1,40.828730861391506,0,43.422431188342436,0,7,0,17.589357822602558,0,0,Democracy,0.36946234510775855,-1.7501576457362351,40.853639300016546,0
USA,North America,2021-08,0.7419630165294652,1.779166652624281,13.383293127148145,4.871115244051156,127.38693811057958,28.053082628666832,3.3409221985589537,37.83966232920966,2,33.29751442089929,0,22.39342139633944,3,6,2021,41.58054541085349,0,0,Democracy,0.9932736741478108,3.2197201460864973,57.22069142198848,0
USA,North America,2021-09,1.5162333229338962,-1.2028612881477834,7.562292405489737,5.4304820599148265,123.00739079279747,60.28877668117498,3.7116148780888896,11.88394770405327,1,49.347169469885586,0,63.652257713531974,2,10,2018,18.849975789697226,0,0,Authoritarian,0.9359475308796461,1.3922711291381455,32.75008442790976,0
USA,North America,2021-10,-0.563258611460363,1.2102748622841206,18.696288956054463,8.139237160325067,167.64768092317485,54.552046418609834,2.8053297381225204,75.49182443859362,0,154.40589272261855,0,49.843824155486985,12,8,2018,8.413849764889877,0,0,Hybrid,-0.7439083220844551,11.888904602206763,107.70071897647261,1
USA,North America,2021-11,-1.1012519048471119,-0.44649721986546576,8.438366374616468,3.7638980270645725,84.1477782691869,46.16934352173414,3.057474003024297,17.070062251019948,4,25.02858202642679,0,51.274450613659056,6,12,2018,46.43925802393159,0,0,Democracy,-0.44624470370559255,5.452780512992063,94.151077746482,1
USA,North America,2021-12,0.6141667000434252,1.1748449085450678,9.787538550236526,3.2076846589423393,82.1202234450362,77.3374853488905,4.644967713501284,33.77409901109054,5,154.02188760105716,0,68.72505508055818,1,8,0,38.18323427422186,1,0,Authoritarian,0.12793018403767276,1.9420736628360422,51.46171225941532,0
USA,North America,2022-01,-1.5605059143826707,3.4897344768943976,7.033447315005385,5.222994447063861,114.84402602610334,4.440991643788848,3.7974842044783146,43.63010150713645,5,48.945133243597326,0,66.98824628041541,14,13,2018,30.722571026145495,0,0,Democracy,0.5389858663838738,14.902822397294996,117.65025506565988,1
